# Sequence-ID	TFO start	TFO end	Duplex-ID	TTS start	TTS end	Score	Error-rate	Errors	Motif	Strand	Orientation	Guanine-rate
TCONS_00140475	1844	1861		803	820	16	0.059	d2	M	+	P	0.12
TCONS_00140475	1847	1863		806	822	15	0.062	t14	M	+	P	0.12
TCONS_00140475	1850	1867		803	820	16	0.059	d2	M	+	P	0.12
TCONS_00140475	1853	1869		806	822	15	0.062	t14	M	+	P	0.12
TCONS_00140475	1856	1874		803	821	17	0.056	d2	M	+	P	0.11
TCONS_00140475	1827	1843		804	820	15	0.062	d1	M	+	P	0.12
TCONS_00140475	1829	1845		806	822	15	0.062	t14	M	+	P	0.12
TCONS_00140475	1856	1873		803	820	16	0.059	d2	M	+	A	0.12
TCONS_00140475	1854	1870		806	822	15	0.062	t14	M	+	A	0.12
TCONS_00140475	1850	1867		803	820	16	0.059	d2	M	+	A	0.12
TCONS_00140475	1848	1864		806	822	15	0.062	t14	M	+	A	0.12
TCONS_00140475	1844	1861		803	820	16	0.059	d2	M	+	A	0.12
TCONS_00140475	1842	1858		806	822	15	0.062	t14	M	+	A	0.12
TCONS_00140475	1838	1855		803	820	16	0.059	d2	M	+	A	0.12
TCONS_00140475	1836	1852		806	822	15	0.062	t14	M	+	A	0.12
TCONS_00140475	1832	1849		803	820	16	0.059	d2	M	+	A	0.12
TCONS_00140475	1830	1846		806	822	15	0.062	t14	M	+	A	0.12
TCONS_00140475	1827	1843		803	819	15	0.062	d2	M	+	A	0.12
TCONS_00140475	1824	1840		806	822	15	0.062	o13	M	+	A	0.12
TCONS_00140475	2269	2285		806	822	15	0.062	t13	M	+	A	0.12
TCONS_00140477	622	637		807	822	14	0.067	t13	M	+	P	0.13
TCONS_00140477	624	640		803	819	15	0.062	d2	M	+	P	0.12
TCONS_00140477	624	640		804	820	15	0.062	d1	M	+	A	0.12
TCONS_00140477	622	638		806	822	15	0.062	t14	M	+	A	0.12
TCONS_00015542	731	746		348	363	14	0.067	o1	M	-	P	0.13
TCONS_00052443	2704	2720		347	363	15	0.062	t7	M	-	P	0.12
TCONS_00052443	2705	2721		347	363	15	0.062	t7	M	-	A	0.12
TCONS_00064084	2294	2310		347	363	16	0		M	-	P	0.12
TCONS_00064084	2295	2315		347	367	18	0.1	d16o18	M	-	A	0.2
TCONS_00067531	331	346		348	363	14	0.067	o13	M	-	A	0.13
TCONS_00082787	1468	1484		347	363	16	0		M	-	P	0.12
TCONS_00082787	1469	1484		347	362	15	0		M	-	A	0.13
TCONS_00140475	1832	1848		347	363	16	0		M	-	P	0.12
TCONS_00140475	1838	1854		347	363	16	0		M	-	P	0.12
TCONS_00140475	1844	1860		347	363	16	0		M	-	P	0.12
TCONS_00140475	1850	1866		347	363	16	0		M	-	P	0.12
TCONS_00140475	1856	1872		347	363	16	0		M	-	P	0.12
TCONS_00140475	1827	1842		347	362	15	0		M	-	P	0.13
TCONS_00140475	1851	1867		347	363	16	0		M	-	A	0.12
TCONS_00140475	1845	1861		347	363	16	0		M	-	A	0.12
TCONS_00140475	1839	1855		347	363	16	0		M	-	A	0.12
TCONS_00140475	1833	1849		347	363	16	0		M	-	A	0.12
TCONS_00140475	1827	1843		347	363	16	0		M	-	A	0.12
TCONS_00140475	1857	1877		347	367	18	0.1	d16o18	M	-	A	0.2
TCONS_00140477	618	634		347	363	15	0.062	o12	M	-	P	0.12
TCONS_00140477	624	640		347	363	16	0		M	-	P	0.12
TCONS_00140477	619	635		347	363	15	0.062	o2	M	-	A	0.12
TCONS_00140477	625	640		347	362	15	0		M	-	A	0.13
TCONS_00151055	1543	1558		348	363	14	0.067	t11	R	-	A	0.13
TCONS_00039411	741	756		308	323	14	0.067	d4	Y	+	P	0.27
TCONS_00064084	2276	2296		306	326	18	0.1	b1d6	M	+	P	0.2
TCONS_00052443	6062	6077		325	340	14	0.067	d9	R	-	A	0.4
TCONS_00064084	411	426		307	322	14	0.067	d7	R	-	A	0.4
TCONS_00011642	1603	1618		524	539	14	0.067	d7	Y	-	P	0.47
TCONS_00052443	6695	6710		543	558	14	0.067	o5	R	-	A	0.13
TCONS_00073523	2619	2634		543	558	14	0.067	t7	Y	-	P	0.13
TCONS_00073523	1913	1928		542	557	14	0.067	o7	R	-	A	0.2
TCONS_00073525	2619	2634		543	558	14	0.067	t7	Y	-	P	0.13
TCONS_00073525	1913	1928		542	557	14	0.067	o7	R	-	A	0.2
TCONS_00097687	1187	1202		543	558	14	0.067	o7	Y	-	P	0.13
TCONS_00097687	1521	1537		542	558	15	0.062	t5	R	-	A	0.19
TCONS_00118745	2961	2976		543	558	14	0.067	o13	R	-	A	0.13
TCONS_00140475	894	910		542	558	15	0.062	o13	Y	-	P	0.12
TCONS_00140476	615	631		542	558	15	0.062	o13	Y	-	P	0.12
TCONS_00201401	590	606		542	558	15	0.062	t9	R	-	A	0.19
TCONS_00201401	587	602		543	558	14	0.067	t7	R	-	A	0.13
TCONS_00052443	5708	5723		496	511	14	0.067	d9	M	-	P	0.13
TCONS_00064084	2284	2299		496	511	14	0.067	d9	M	-	A	0.13
TCONS_00092424	2558	2573		496	511	14	0.067	d9	Y	-	P	0.13
TCONS_00052443	2688	2703		279	294	14	0.067	t6	M	+	P	0.27
TCONS_00064084	2282	2297		266	281	14	0.067	d9	M	+	A	0.13
TCONS_00082787	3825	3841		271	287	15	0.062	b4	M	+	A	0.12
TCONS_00087985	3260	3278		274	292	17	0.056	d1	R	+	A	0.11
TCONS_00151055	1415	1432		276	293	16	0.059	o4	Y	+	P	0.12
TCONS_00151055	1548	1564		276	292	15	0.062	t9	R	+	A	0.12
TCONS_00151055	1413	1435		272	294	20	0.091	b3o8	M	+	A	0.14
TCONS_00201401	591	606		269	284	14	0.067	d6	R	+	A	0.13
TCONS_00039408	7204	7219		392	407	14	0.067	o3	M	+	A	0.67
TCONS_00039411	7029	7044		394	409	14	0.067	o10	Y	+	P	0.53
TCONS_00039422	1032	1047		405	420	14	0.067	t9	Y	+	P	0.53
TCONS_00039422	1968	1983		395	410	14	0.067	t10	R	+	A	0.53
TCONS_00064084	354	371		403	420	16	0.059	t6	R	+	A	0.47
TCONS_00067531	327	342		412	427	14	0.067	t5	M	+	A	0.27
TCONS_00068500	494	510		395	411	15	0.062	t2	Y	+	P	0.62
TCONS_00068500	497	513		398	414	15	0.062	o13	Y	+	P	0.62
TCONS_00071317	1245	1266		405	426	20	0.048	t4	Y	+	P	0.43
TCONS_00073523	751	767		389	405	15	0.062	o5	Y	+	P	0.56
TCONS_00073525	751	767		389	405	15	0.062	o5	Y	+	P	0.56
TCONS_00076444	2017	2037		403	423	18	0.1	t8t17	Y	+	P	0.4
TCONS_00076444	4003	4018		405	420	14	0.067	t4	Y	+	P	0.47
TCONS_00079871	558	573		398	413	14	0.067	o4	Y	+	P	0.6
TCONS_00082787	383	398		404	419	14	0.067	o8	Y	+	P	0.53
TCONS_00140477	1248	1265		397	414	16	0.059	t4	Y	+	P	0.59
TCONS_00141346	1458	1473		390	405	14	0.067	t9	R	+	A	0.67
TCONS_00151055	1269	1290		408	429	19	0.095	o11o17	R	+	A	0.43
TCONS_00020546	249	265		146	162	15	0.062	o10	Y	-	P	0.19
TCONS_00020546	249	264		142	157	14	0.067	o9	Y	-	P	0.13
TCONS_00039408	6539	6554		173	188	14	0.067	o4	R	-	A	0.33
TCONS_00039408	6539	6554		155	170	14	0.067	o4	R	-	A	0.33
TCONS_00039411	6658	6673		204	219	14	0.067	o1	R	-	A	0.4
TCONS_00052443	2692	2714		162	184	20	0.091	t6t11	M	-	P	0.23
TCONS_00052443	2692	2714		162	184	20	0.091	t6t11	M	-	P	0.23
TCONS_00052443	2692	2714		164	186	20	0.091	t9t15	M	-	A	0.23
TCONS_00052443	6422	6442		197	217	18	0.1	t9t18	M	-	P	0.35
TCONS_00052443	6424	6445		194	215	19	0.095	t2t12	M	-	P	0.38
TCONS_00052443	6427	6442		192	207	14	0.067	t11	M	-	P	0.33
TCONS_00052443	6428	6445		174	191	16	0.059	t14	M	-	P	0.35
TCONS_00064084	2295	2310		164	179	14	0.067	t2	M	-	P	0.13
TCONS_00064084	2289	2304		164	179	14	0.067	t4	M	-	A	0.13
TCONS_00064084	2298	2313		167	182	14	0.067	t12	M	-	A	0.2
TCONS_00064084	2295	2310		164	179	14	0.067	t2	M	-	A	0.13
TCONS_00067531	322	337		202	217	14	0.067	t10	M	-	P	0.27
TCONS_00067531	323	338		202	217	14	0.067	t10	M	-	A	0.27
TCONS_00067824	299	314		165	180	14	0.067	t13	Y	-	P	0.27
TCONS_00071317	1271	1286		182	197	14	0.067	t10	Y	-	P	0.4
TCONS_00071317	1271	1287		176	192	15	0.062	t11	Y	-	P	0.38
TCONS_00075522	77	92		200	215	15	0		Y	-	P	0.4
TCONS_00076444	2014	2030		202	218	15	0.062	t5	Y	-	P	0.38
TCONS_00076444	4074	4090		145	161	15	0.062	o10	M	-	P	0.19
TCONS_00076444	4074	4091		147	164	16	0.059	o5	M	-	A	0.24
TCONS_00076444	4074	4090		142	158	15	0.062	o5	M	-	A	0.19
TCONS_00076444	883	898		150	165	14	0.067	o1	M	-	P	0.2
TCONS_00082787	1486	1502		147	163	15	0.062	o14	Y	-	P	0.12
TCONS_00082787	1488	1504		145	161	15	0.062	o1	Y	-	P	0.12
TCONS_00082787	1485	1502		142	159	16	0.059	o14	Y	-	P	0.12
TCONS_00082787	1469	1486		162	179	16	0.059	t4	M	-	P	0.18
TCONS_00082787	1469	1486		164	181	16	0.059	t2	M	-	A	0.18
TCONS_00087985	3259	3274		169	184	14	0.067	t10	R	-	A	0.13
TCONS_00087985	969	984		150	165	14	0.067	o3	M	-	P	0.27
TCONS_00097687	1195	1211		144	160	15	0.062	t2	Y	-	P	0.12
TCONS_00140475	1827	1842		164	179	14	0.067	t2	M	-	P	0.13
TCONS_00140475	1833	1848		164	179	14	0.067	t2	M	-	P	0.13
TCONS_00140475	1839	1854		164	179	14	0.067	t2	M	-	P	0.13
TCONS_00140475	1845	1860		164	179	14	0.067	t2	M	-	P	0.13
TCONS_00140475	1851	1866		164	179	14	0.067	t2	M	-	P	0.13
TCONS_00140475	1857	1872		164	179	14	0.067	t2	M	-	P	0.13
TCONS_00140475	1820	1836		147	163	15	0.062	o9	M	-	P	0.12
TCONS_00140475	1817	1847		131	161	27	0.1	t8d10o20	M	-	P	0.13
TCONS_00140475	1839	1859		131	151	18	0.1	t8d10	M	-	P	0.15
TCONS_00140475	1845	1865		131	151	18	0.1	t8d10	M	-	P	0.15
TCONS_00140475	1851	1871		131	151	18	0.1	t8d10	M	-	P	0.15
TCONS_00140475	1833	1853		131	151	18	0.1	t8d10	M	-	P	0.15
TCONS_00140475	1851	1866		164	179	14	0.067	t2	M	-	A	0.13
TCONS_00140475	1845	1860		164	179	14	0.067	t2	M	-	A	0.13
TCONS_00140475	1839	1854		164	179	14	0.067	t2	M	-	A	0.13
TCONS_00140475	1833	1848		164	179	14	0.067	t2	M	-	A	0.13
TCONS_00140475	1827	1842		164	179	14	0.067	t2	M	-	A	0.13
TCONS_00140475	1860	1875		167	182	14	0.067	t12	M	-	A	0.2
TCONS_00140475	1857	1872		164	179	14	0.067	t2	M	-	A	0.13
TCONS_00140475	1817	1833		147	163	15	0.062	o9	M	-	A	0.12
TCONS_00140475	1846	1866		131	151	18	0.1	t8d10	M	-	A	0.15
TCONS_00140475	1840	1860		131	151	18	0.1	t8d10	M	-	A	0.15
TCONS_00140475	1834	1854		131	151	18	0.1	t8d10	M	-	A	0.15
TCONS_00140475	1828	1848		131	151	18	0.1	t8d10	M	-	A	0.15
TCONS_00140475	1852	1872		131	151	18	0.1	t8d10	M	-	A	0.15
TCONS_00140475	2265	2286		165	186	19	0.095	t1t16	M	-	P	0.19
TCONS_00140475	2265	2281		152	168	15	0.062	t11	M	-	P	0.19
TCONS_00140475	2265	2281		147	163	16	0		M	-	P	0.19
TCONS_00140475	2264	2286		137	159	20	0.091	t2d4	M	-	P	0.18
TCONS_00140475	2270	2286		162	178	15	0.062	t4	M	-	A	0.19
TCONS_00140475	2264	2281		149	166	16	0.059	t14	M	-	A	0.18
TCONS_00140475	2264	2281		144	161	17	0		M	-	A	0.18
TCONS_00140475	278	294		147	163	15	0.062	t1	Y	-	P	0.19
TCONS_00140475	278	294		142	158	15	0.062	t1	Y	-	P	0.19
TCONS_00140476	278	294		147	163	15	0.062	t1	Y	-	P	0.19
TCONS_00140476	278	294		142	158	15	0.062	t1	Y	-	P	0.19
TCONS_00140477	625	640		164	179	14	0.067	t2	M	-	P	0.13
TCONS_00140477	619	634		164	179	14	0.067	o2	M	-	A	0.13
TCONS_00140477	625	640		164	179	14	0.067	t2	M	-	A	0.13
TCONS_00140477	278	294		147	163	15	0.062	t1	Y	-	P	0.19
TCONS_00140477	278	294		142	158	15	0.062	t1	Y	-	P	0.19
TCONS_00140794	423	440		169	186	16	0.059	t12	M	-	P	0.18
TCONS_00140794	423	439		152	168	15	0.062	t11	M	-	P	0.19
TCONS_00140794	419	439		147	167	18	0.1	t16o18	M	-	P	0.2
TCONS_00140794	415	439		142	166	22	0.083	o18t20	M	-	P	0.21
TCONS_00140794	419	434		142	157	14	0.067	o13	M	-	P	0.2
TCONS_00140794	421	436		171	186	14	0.067	t10	M	-	A	0.2
TCONS_00140794	421	436		153	168	14	0.067	t10	M	-	A	0.2
TCONS_00140794	419	439		146	166	18	0.1	o1t17	M	-	A	0.2
TCONS_00140794	421	439		143	161	18	0		M	-	A	0.17
TCONS_00151055	2131	2146		198	213	14	0.067	o6	R	-	A	0.33
TCONS_00151055	1422	1437		169	184	14	0.067	t12	Y	-	P	0.13
TCONS_00151055	1420	1436		147	163	15	0.062	t14	Y	-	P	0.12
TCONS_00151055	1420	1436		142	158	15	0.062	t14	Y	-	P	0.12
TCONS_00151055	1548	1565		157	174	16	0.059	t9	R	-	A	0.18
TCONS_00152778	766	781		148	163	14	0.067	t13	R	-	A	0.13
TCONS_00152778	766	781		143	158	14	0.067	t13	R	-	A	0.13
TCONS_00167180	1320	1337		192	209	16	0.059	t2	R	-	A	0.29
TCONS_00167741	833	848		204	219	14	0.067	t7	Y	-	P	0.4
TCONS_00167741	823	838		148	163	14	0.067	t8	Y	-	P	0.13
TCONS_00167741	822	838		143	159	15	0.062	t8	Y	-	P	0.12
TCONS_00167741	1424	1439		137	152	14	0.067	d4	Y	-	P	0.27
TCONS_00190253	960	975		204	219	14	0.067	o12	Y	-	P	0.4
TCONS_00190254	961	976		204	219	14	0.067	o12	Y	-	P	0.4
TCONS_00190258	960	975		204	219	14	0.067	o12	Y	-	P	0.4
TCONS_00201401	578	594		162	178	15	0.062	o8	R	-	A	0.25
TCONS_00201716	1842	1857		157	172	14	0.067	o2	R	-	A	0.27
TCONS_00011596	240	257		853	870	16	0.059	t14	Y	+	P	0.76
TCONS_00011600	238	255		853	870	16	0.059	t14	Y	+	P	0.76
TCONS_00011601	240	257		853	870	16	0.059	t14	Y	+	P	0.76
TCONS_00065788	1874	1889		855	870	14	0.067	t2	R	+	A	0.8
TCONS_00065789	1877	1892		855	870	14	0.067	t2	R	+	A	0.8
TCONS_00067824	1251	1266		854	869	14	0.067	t9	R	+	A	0.73
TCONS_00079871	378	393		855	870	15	0		Y	+	P	0.8
TCONS_00151055	694	709		853	868	14	0.067	t4	M	+	P	0.87
TCONS_00067824	1250	1265		650	665	14	0.067	t8	R	-	A	0.6
TCONS_00140475	2265	2280		475	490	14	0.067	d7	M	+	P	0.2
TCONS_00140794	423	438		475	490	14	0.067	d7	M	+	P	0.2
TCONS_00140794	421	436		475	490	14	0.067	d7	M	+	A	0.2
TCONS_00065788	1872	1887		296	311	14	0.067	t6	R	-	A	0.8
TCONS_00065789	1875	1890		296	311	14	0.067	t6	R	-	A	0.8
TCONS_00003167	140	155		337	352	14	0.067	o9	Y	+	P	0.33
TCONS_00039410	2790	2805		336	351	14	0.067	o4	M	+	P	0.33
TCONS_00039411	2790	2805		336	351	14	0.067	o4	M	+	P	0.33
TCONS_00039413	2790	2805		336	351	14	0.067	o4	M	+	P	0.33
TCONS_00039418	2790	2805		336	351	14	0.067	o4	M	+	P	0.33
TCONS_00039419	3745	3760		336	351	14	0.067	o4	M	+	P	0.33
TCONS_00151055	628	643		334	349	14	0.067	b1	M	+	A	0.47
TCONS_00167180	2873	2888		338	353	14	0.067	t13	R	+	A	0.33
TCONS_00167180	2598	2613		509	524	14	0.067	o13	Y	-	P	0.47
TCONS_00021426	224	239		429	444	14	0.067	d11	R	+	A	0.33
TCONS_00049122	490	505		431	446	14	0.067	b9	Y	+	P	0.27
TCONS_00073523	1310	1325		148	163	14	0.067	b3	M	+	A	0.4
TCONS_00073525	1310	1325		148	163	14	0.067	b3	M	+	A	0.4
TCONS_00141350	127	142		148	163	14	0.067	d3	R	+	A	0.4
TCONS_00141358	127	142		148	163	14	0.067	d3	R	+	A	0.4
TCONS_00065788	1872	1887		839	854	14	0.067	t9	R	+	A	0.8
TCONS_00065789	1875	1890		839	854	14	0.067	t9	R	+	A	0.8
TCONS_00039405	3242	3257		157	172	14	0.067	b9	Y	+	P	0.53
TCONS_00039411	4612	4627		157	172	14	0.067	b9	Y	+	P	0.53
TCONS_00015542	731	746		625	640	14	0.067	o1	M	-	P	0.13
TCONS_00015542	730	746		622	638	15	0.062	o14	M	-	A	0.12
TCONS_00015542	728	744		620	636	15	0.062	o1	M	-	A	0.12
TCONS_00052443	2691	2714		617	640	21	0.087	t12t19	M	-	P	0.17
TCONS_00052443	2704	2722		622	640	17	0.056	t9	M	-	P	0.11
TCONS_00052443	2688	2708		620	640	18	0.1	t6t13	M	-	A	0.15
TCONS_00052443	2702	2723		621	642	19	0.095	t10d19	M	-	A	0.14
TCONS_00052443	2700	2721		619	640	19	0.095	t1t12	M	-	A	0.14
TCONS_00054058	413	428		622	637	14	0.067	o3	M	-	P	0.13
TCONS_00064084	2292	2313		621	642	20	0.048	d19	M	-	P	0.14
TCONS_00064084	2293	2311		622	640	18	0		M	-	A	0.11
TCONS_00067531	331	347		622	638	15	0.062	o2	M	-	P	0.12
TCONS_00067531	331	346		625	640	14	0.067	o13	M	-	A	0.13
TCONS_00071317	1318	1335		619	636	16	0.059	o5	M	-	A	0.18
TCONS_00082787	1466	1486		622	642	18	0.1	t1b18	M	-	P	0.1
TCONS_00082787	1468	1484		623	639	16	0		M	-	A	0.12
TCONS_00087985	3260	3277		617	634	16	0.059	t1	R	-	A	0.12
TCONS_00092424	2558	2578		620	640	18	0.1	t12t14	Y	-	P	0.1
TCONS_00092424	2559	2579		619	639	18	0.1	t13t15	Y	-	P	0.1
TCONS_00097687	1528	1544		622	638	15	0.062	t13	R	-	A	0.12
TCONS_00140475	1827	1843		623	639	16	0		M	-	P	0.12
TCONS_00140475	1829	1849		623	643	19	0.05	d17	M	-	P	0.1
TCONS_00140475	1835	1855		623	643	19	0.05	d17	M	-	P	0.1
TCONS_00140475	1841	1861		623	643	19	0.05	d17	M	-	P	0.1
TCONS_00140475	1847	1867		623	643	19	0.05	d17	M	-	P	0.1
TCONS_00140475	1853	1875		621	643	21	0.045	d19	M	-	P	0.14
TCONS_00140475	1850	1870		623	643	19	0.05	d17	M	-	A	0.1
TCONS_00140475	1844	1864		623	643	19	0.05	d17	M	-	A	0.1
TCONS_00140475	1838	1858		623	643	19	0.05	d17	M	-	A	0.1
TCONS_00140475	1832	1852		623	643	19	0.05	d17	M	-	A	0.1
TCONS_00140475	1827	1846		624	643	18	0.053	d16	M	-	A	0.11
TCONS_00140475	1825	1845		622	642	18	0.1	o1d18	M	-	A	0.1
TCONS_00140475	1820	1843		617	640	21	0.087	t4o6	M	-	A	0.13
TCONS_00140475	1856	1873		623	640	17	0		M	-	A	0.12
TCONS_00140475	2265	2286		617	638	19	0.095	t4t6	M	-	A	0.14
TCONS_00140477	618	635		623	640	16	0.059	o13	M	-	P	0.12
TCONS_00140477	622	640		624	642	17	0.056	d16	M	-	P	0.11
TCONS_00140477	618	638		623	643	18	0.1	o3d17	M	-	A	0.1
TCONS_00140477	624	640		623	639	16	0		M	-	A	0.12
TCONS_00151055	1543	1558		625	640	14	0.067	t11	R	-	A	0.13
TCONS_00151055	1550	1565		619	634	14	0.067	t4	R	-	A	0.13
TCONS_00151055	698	713		502	517	14	0.067	d10	M	-	A	0.8
TCONS_00151055	696	712		968	984	15	0.062	b7	R	-	A	0.94
TCONS_00151055	689	711		968	990	20	0.091	d7o17	M	-	P	0.91
TCONS_00151055	689	708		971	990	18	0.053	b4	M	-	A	0.89
TCONS_00151055	696	712		968	984	15	0.062	d7	M	-	A	0.94
TCONS_00021426	235	250		591	606	14	0.067	t13	R	+	A	0.67
TCONS_00065788	1766	1781		592	607	14	0.067	t1	R	+	A	0.67
TCONS_00065789	1769	1784		592	607	14	0.067	t1	R	+	A	0.67
TCONS_00021426	129	144		434	449	14	0.067	d13	R	+	A	0.67
TCONS_00011596	241	256		859	874	14	0.067	d5	Y	+	P	0.67
TCONS_00011600	239	254		859	874	14	0.067	d5	Y	+	P	0.67
TCONS_00011601	241	256		859	874	14	0.067	d5	Y	+	P	0.67
TCONS_00071317	2762	2778		848	864	15	0.062	d2	R	+	A	0.5
TCONS_00065788	1871	1887		348	364	15	0.062	d1	R	+	A	0.75
TCONS_00065788	1869	1885		350	366	15	0.062	t14	R	+	A	0.75
TCONS_00065789	1874	1890		348	364	15	0.062	d1	R	+	A	0.75
TCONS_00065789	1872	1888		350	366	15	0.062	t14	R	+	A	0.75
TCONS_00118745	3230	3245		632	647	14	0.067	t7	M	-	A	0.73
TCONS_00201716	1436	1451		641	656	14	0.067	t11	R	-	A	0.73
TCONS_00052443	5966	5981		969	984	14	0.067	d3	R	-	A	0.73
TCONS_00079871	377	393		5	21	15	0.062	d14	Y	+	P	0.75
TCONS_00011596	349	364		554	569	14	0.067	d12	Y	+	P	0.67
TCONS_00011600	347	362		554	569	14	0.067	d12	Y	+	P	0.67
TCONS_00011601	349	364		554	569	14	0.067	d12	Y	+	P	0.67
TCONS_00020546	251	266		272	287	14	0.067	o11	Y	-	P	0.2
TCONS_00054058	1377	1392		274	289	14	0.067	o3	M	-	A	0.2
TCONS_00067531	324	339		274	289	14	0.067	t8	M	-	P	0.2
TCONS_00097687	1193	1208		274	289	14	0.067	o13	Y	-	P	0.13
TCONS_00118745	2959	2974		273	288	14	0.067	t10	R	-	A	0.2
TCONS_00140475	2268	2283		272	287	14	0.067	t1	M	-	P	0.2
TCONS_00140475	2266	2282		273	289	15	0.062	t14	M	-	A	0.19
TCONS_00140794	424	440		273	289	15	0.062	t14	M	-	A	0.19
TCONS_00140794	418	433		272	287	14	0.067	o2	M	-	A	0.27
TCONS_00151055	1421	1436		274	289	14	0.067	t13	Y	-	P	0.13
TCONS_00064084	480	500		136	156	18	0.1	d6d15	R	+	A	0.4
TCONS_00064084	559	579		136	156	18	0.1	d6d15	R	+	A	0.4
TCONS_00097687	1212	1228		688	704	15	0.062	b12	M	+	A	0.56
TCONS_00052443	6423	6439		100	116	15	0.062	d10	M	-	A	0.5
TCONS_00167180	1042	1057		27	42	14	0.067	d1	M	+	A	0.53
TCONS_00151055	695	711		313	329	15	0.062	b8	R	-	A	0.94
TCONS_00151055	696	712		313	329	15	0.062	d8	M	-	P	0.94
TCONS_00151055	695	711		313	329	15	0.062	d8	M	-	A	0.94
TCONS_00118745	3230	3245		766	781	14	0.067	d10	M	-	P	0.73
TCONS_00201716	1450	1467		211	228	16	0.059	d8	M	-	A	0.35
TCONS_00021426	208	229		881	902	19	0.095	b7b13	R	+	A	0.38
TCONS_00140477	1022	1037		879	894	14	0.067	d9	Y	+	P	0.4
TCONS_00140477	1066	1081		879	894	14	0.067	b9	Y	+	P	0.4
TCONS_00140477	1076	1091		879	894	14	0.067	b9	Y	+	P	0.4
TCONS_00140477	1168	1183		879	894	14	0.067	b9	Y	+	P	0.4
TCONS_00140477	1216	1231		879	894	14	0.067	b9	Y	+	P	0.4
TCONS_00039419	0	20		922	942	18	0.1	b6b14	R	+	A	0.4
TCONS_00073523	764	784		916	936	18	0.1	b4b12	Y	+	P	0.4
TCONS_00073525	764	784		916	936	18	0.1	b4b12	Y	+	P	0.4
TCONS_00140477	1024	1039		921	936	14	0.067	d7	Y	+	P	0.4
TCONS_00140477	1068	1083		921	936	14	0.067	b7	Y	+	P	0.4
TCONS_00140477	1122	1137		921	936	14	0.067	b7	Y	+	P	0.4
TCONS_00140477	1170	1185		921	936	14	0.067	b7	Y	+	P	0.4
TCONS_00140477	1218	1233		921	936	14	0.067	b7	Y	+	P	0.4
TCONS_00055749	3980	3995		602	617	14	0.067	b7	M	+	P	0.8
TCONS_00055750	4262	4277		602	617	14	0.067	b7	M	+	P	0.8
TCONS_00065788	1873	1888		603	618	14	0.067	d6	R	+	A	0.87
TCONS_00065789	1876	1891		603	618	14	0.067	d6	R	+	A	0.87
TCONS_00151055	699	714		787	802	14	0.067	d4	M	-	P	0.8
TCONS_00140474	0	16		744	760	15	0.062	o4	R	+	A	0.56
TCONS_00140475	1011	1027		744	760	15	0.062	o4	R	+	A	0.56
TCONS_00140476	732	748		744	760	15	0.062	o4	R	+	A	0.56
TCONS_00140477	0	16		744	760	15	0.062	o4	R	+	A	0.56
TCONS_00170397	2192	2207		744	759	14	0.067	t6	R	+	A	0.53
TCONS_00011596	282	298		837	853	15	0.062	d12	Y	-	P	0.56
TCONS_00011600	280	296		837	853	15	0.062	d12	Y	-	P	0.56
TCONS_00011601	282	298		837	853	15	0.062	d12	Y	-	P	0.56
TCONS_00087985	970	985		500	515	14	0.067	b4	M	-	P	0.33
TCONS_00167180	2868	2884		835	851	15	0.062	t9	R	-	A	0.38
TCONS_00052443	5965	5980		362	377	14	0.067	t8	R	-	A	0.8
TCONS_00065788	1872	1888		364	380	15	0.062	d13	R	-	A	0.81
TCONS_00065788	1870	1885		362	377	14	0.067	t1	R	-	A	0.8
TCONS_00065789	1875	1891		364	380	15	0.062	d13	R	-	A	0.81
TCONS_00065789	1873	1888		362	377	14	0.067	t1	R	-	A	0.8
TCONS_00151055	694	709		362	377	14	0.067	t11	M	-	P	0.87
TCONS_00011596	324	343		605	624	18	0.053	d5	Y	+	P	0.53
TCONS_00011596	288	306		612	630	17	0.056	t8	Y	+	P	0.67
TCONS_00011600	322	341		605	624	18	0.053	d5	Y	+	P	0.53
TCONS_00011600	286	304		612	630	17	0.056	t8	Y	+	P	0.67
TCONS_00011601	324	343		605	624	18	0.053	d5	Y	+	P	0.53
TCONS_00011601	288	306		612	630	17	0.056	t8	Y	+	P	0.67
TCONS_00021426	236	251		611	626	14	0.067	t6	R	+	A	0.6
TCONS_00052443	5964	5980		616	632	15	0.062	t1	R	+	A	0.69
TCONS_00167180	1039	1054		624	639	14	0.067	t8	M	+	P	0.53
TCONS_00201716	1436	1452		613	629	15	0.062	t6	R	+	A	0.69
TCONS_00054058	1375	1390		864	879	14	0.067	o9	M	-	P	0.2
TCONS_00082787	1470	1485		864	879	14	0.067	t8	M	-	A	0.2
TCONS_00140475	2271	2286		864	879	14	0.067	t8	M	-	P	0.2
TCONS_00140475	2268	2283		864	879	14	0.067	t9	M	-	A	0.2
TCONS_00039408	1407	1422		38	53	14	0.067	t3	R	-	A	0.47
TCONS_00039410	1407	1422		38	53	14	0.067	t3	R	-	A	0.47
TCONS_00052443	3589	3604		39	54	14	0.067	o6	R	-	A	0.47
TCONS_00097687	1554	1570		44	60	15	0.062	t3	R	-	A	0.44
TCONS_00201401	563	578		37	52	14	0.067	t1	R	-	A	0.47
TCONS_00020546	251	268		565	582	16	0.059	o13	Y	-	P	0.18
TCONS_00052443	4825	4840		562	577	14	0.067	o9	Y	-	P	0.27
